"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MCTAVISH","7024745","2011-01-27","2011","01","27","","-3.1","","-7.1","","-5.1","","23.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-01-28","2011","01","28","","-1.8","","-6.0","","-3.9","","21.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-01-29","2011","01","29","","-4.0","","-10.6","","-7.3","","25.3","","0.0","","","M","","M","3.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-01-30","2011","01","30","","-7.7","","-14.5","","-11.1","","29.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-01-31","2011","01","31","","-14.4","","-19.3","","-16.9","","34.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-01","2011","02","01","","-11.6","","-15.7","","-13.7","","31.7","","0.0","","","M","","M","1.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-02","2011","02","02","","-10.4","","-13.7","","-12.1","","30.1","","0.0","","","M","","M","18.6","","","","6","","39",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-03","2011","02","03","","-5.5","","-13.0","","-9.3","","27.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-04","2011","02","04","","-2.8","","-8.1","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-05","2011","02","05","","2.1","","-5.7","","-1.8","","19.8","","0.0","","","M","","M","10.6","","","","4","","35",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-06","2011","02","06","","1.6","","-3.7","","-1.1","","19.1","","0.0","","","M","","M","4.8","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-07","2011","02","07","","1.1","","-0.6","","0.3","","17.7","","0.0","","","M","","M","3.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-08","2011","02","08","","0.3","","-16.4","","-8.1","","26.1","","0.0","","","M","","M","3.6","","","","24","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-09","2011","02","09","","-5.1","","-16.2","","-10.7","","28.7","","0.0","","","M","","M","0.0","","","","26","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-10","2011","02","10","","-8.2","","-13.9","","-11.1","","29.1","","0.0","","","M","","M","1.1","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-11","2011","02","11","","-5.1","","-12.1","","-8.6","","26.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-12","2011","02","12","","-0.8","","-11.7","","-6.3","","24.3","","0.0","","","M","","M","5.4","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-13","2011","02","13","","-0.5","","-12.7","","-6.6","","24.6","","0.0","","","M","","M","9.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-14","2011","02","14","","2.6","","-9.5","","-3.5","","21.5","","0.0","","","M","","M","5.4","","","","1","","46",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-15","2011","02","15","","-9.4","","-17.9","","-13.7","","31.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-16","2011","02","16","","-0.7","","-13.1","","-6.9","","24.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-17","2011","02","17","","6.5","","-1.7","","2.4","","15.6","","0.0","","","M","","M","1.4","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-18","2011","02","18","","10.2","","0.8","","5.5","","12.5","","0.0","","","M","","M","6.6","","","","25","","39",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-19","2011","02","19","","1.0","","-11.4","","-5.2","","23.2","","0.0","","","M","","M","0.0","","","","35","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-20","2011","02","20","","-8.4","","-13.9","","-11.2","","29.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-21","2011","02","21","","-8.7","","-15.4","","-12.1","","30.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-22","2011","02","22","","-5.3","","-15.8","","-10.6","","28.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-23","2011","02","23","","-2.1","","-11.9","","-7.0","","25.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-24","2011","02","24","","-0.1","","-10.4","","-5.3","","23.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-25","2011","02","25","","-1.7","","-8.3","","-5.0","","23.0","","0.0","","","M","","M","3.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-26","2011","02","26","","-8.3","","-12.8","","-10.6","","28.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-27","2011","02","27","","-3.6","","-11.7","","-7.7","","25.7","","0.0","","","M","","M","2.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-02-28","2011","02","28","","1.2","","-4.3","","-1.6","","19.6","","0.0","","","M","","M","15.3","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-01","2011","03","01","","-2.8","","-9.2","","-6.0","","24.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-02","2011","03","02","","2.2","","-14.5","","-6.2","","24.2","","0.0","","","M","","M","2.6","","","","36","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-03","2011","03","03","","-10.3","","-17.3","","-13.8","","31.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-04","2011","03","04","","1.7","","-15.2","","-6.8","","24.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-05","2011","03","05","","6.2","","1.1","","3.7","","14.3","","0.0","","","M","","M","28.7","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-06","2011","03","06","","6.2","","-6.4","","-0.1","","18.1","","0.0","","","M","","M","19.8","","","","3","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-07","2011","03","07","","-2.9","","-9.9","","-6.4","","24.4","","0.0","","","M","","M","10.4","","","","2","","46",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-08","2011","03","08","","-4.4","","-12.3","","-8.4","","26.4","","0.0","","","M","","M","2.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-09","2011","03","09","","-0.3","","-11.6","","-6.0","","24.0","","0.0","","","M","","M","7.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-10","2011","03","10","","3.0","","-1.9","","0.6","","17.4","","0.0","","","M","","M","44.3","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-11","2011","03","11","","6.2","","1.6","","3.9","","14.1","","0.0","","","M","","M","5.3","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-12","2011","03","12","","3.2","","0.5","","1.9","","16.1","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-13","2011","03","13","","4.3","","-1.0","","1.7","","16.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-14","2011","03","14","","1.2","","-4.5","","-1.7","","19.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-15","2011","03","15","","4.4","","-4.2","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-16","2011","03","16","","4.6","","1.4","","3.0","","15.0","","0.0","","","M","","M","3.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-17","2011","03","17","","8.6","","1.8","","5.2","","12.8","","0.0","","","M","","M","7.0","","","","28","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-18","2011","03","18","","11.1","","-1.3","","4.9","","13.1","","0.0","","","M","","M","2.8","","","","21","","37",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-19","2011","03","19","","1.6","","-4.4","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-20","2011","03","20","","3.6","","-5.3","","-0.9","","18.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-21","2011","03","21","","3.5","","0.3","","1.9","","16.1","","0.0","","","M","","M","11.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-22","2011","03","22","","4.2","","-5.6","","-0.7","","18.7","","0.0","","","M","","M","1.2","","","","35","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-23","2011","03","23","","-0.5","","-7.7","","-4.1","","22.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-24","2011","03","24","","1.3","","-6.0","","-2.4","","20.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-25","2011","03","25","","-1.6","","-5.9","","-3.8","","21.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-26","2011","03","26","","-0.4","","-7.1","","-3.8","","21.8","","0.0","","","M","","M","0.0","","","","1","","37",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-27","2011","03","27","","-1.2","","-9.8","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","35","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-28","2011","03","28","","0.3","","-5.5","","-2.6","","20.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-29","2011","03","29","","4.8","","-2.4","","1.2","","16.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-30","2011","03","30","","7.7","","-0.4","","3.7","","14.3","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-03-31","2011","03","31","","8.7","","0.0","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-01","2011","04","01","","4.7","","1.1","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-02","2011","04","02","","10.6","","0.2","","5.4","","12.6","","0.0","","","M","","M","1.2","","","","34","","37",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-03","2011","04","03","","9.1","","1.3","","5.2","","12.8","","0.0","","","M","","M","0.0","","","","34","","37",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-04","2011","04","04","","8.3","","1.1","","4.7","","13.3","","0.0","","","M","","M","11.8","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-05","2011","04","05","","9.7","","-0.3","","4.7","","13.3","","0.0","","","M","","M","4.8","","","","27","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-06","2011","04","06","","4.7","","-1.3","","1.7","","16.3","","0.0","","","M","","M","0.0","","","","36","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-07","2011","04","07","","7.7","","-0.9","","3.4","","14.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-08","2011","04","08","","11.6","","0.1","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-09","2011","04","09","","14.9","","4.6","","9.8","","8.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-10","2011","04","10","","16.2","","7.4","","11.8","","6.2","","0.0","","","M","","M","8.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-11","2011","04","11","","21.8","","8.8","","15.3","","2.7","","0.0","","","M","","M","11.8","","","","17","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-12","2011","04","12","","13.9","","4.3","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","11","","43",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-13","2011","04","13","","8.8","","3.9","","6.4","","11.6","","0.0","","","M","","M","6.4","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-14","2011","04","14","","9.1","","-1.1","","4.0","","14.0","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-15","2011","04","15","","3.3","","-3.9","","-0.3","","18.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-16","2011","04","16","","7.0","","-1.9","","2.6","","15.4","","0.0","","","M","","M","20.5","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-17","2011","04","17","","9.0","","1.4","","5.2","","12.8","","0.0","","","M","","M","14.6","","","","19","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-18","2011","04","18","","5.2","","0.8","","3.0","","15.0","","0.0","","","M","","M","","M","","","23","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-19","2011","04","19","","8.4","","0.3","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-20","2011","04","20","","5.8","","0.4","","3.1","","14.9","","0.0","","","M","","M","26.8","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-21","2011","04","21","","6.3","","0.2","","3.3","","14.7","","0.0","","","M","","M","1.2","","","","20","","37",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-22","2011","04","22","","11.8","","1.3","","6.6","","11.4","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-23","2011","04","23","","12.0","","3.4","","7.7","","10.3","","0.0","","","M","","M","2.0","","","","23","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-24","2011","04","24","","13.0","","7.5","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-25","2011","04","25","","16.3","","5.5","","10.9","","7.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-26","2011","04","26","","12.9","","7.2","","10.1","","7.9","","0.0","","","M","","M","10.2","","","","7","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-27","2011","04","27","","12.3","","6.2","","9.3","","8.7","","0.0","","","M","","M","10.0","","","","32","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-28","2011","04","28","","22.0","","9.2","","15.6","","2.4","","0.0","","","M","","M","8.4","","","","18","","44",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-29","2011","04","29","","13.3","","7.8","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","21","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-04-30","2011","04","30","","17.8","","5.0","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","1","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-01","2011","05","01","","20.5","","5.6","","13.1","","4.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-02","2011","05","02","","17.9","","10.4","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-03","2011","05","03","","11.2","","7.9","","9.6","","8.4","","0.0","","","M","","M","25.8","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-04","2011","05","04","","8.2","","5.7","","7.0","","11.0","","0.0","","","M","","M","6.8","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-05","2011","05","05","","6.3","","4.2","","5.3","","12.7","","0.0","","","M","","M","7.2","","","","36","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-06","2011","05","06","","16.9","","4.4","","10.7","","7.3","","0.0","","","M","","M","1.0","","","","24","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-07","2011","05","07","","16.9","","6.2","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-08","2011","05","08","","16.2","","8.4","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-09","2011","05","09","","18.0","","8.6","","13.3","","4.7","","0.0","","","M","","M","0.0","","","","36","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-10","2011","05","10","","17.2","","6.0","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","3","","39",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-11","2011","05","11","","18.9","","6.3","","12.6","","5.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-12","2011","05","12","","20.2","","7.5","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-13","2011","05","13","","24.7","","9.0","","16.9","","1.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-14","2011","05","14","","12.1","","10.2","","11.2","","6.8","","0.0","","","M","","M","23.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-15","2011","05","15","","12.4","","7.2","","9.8","","8.2","","0.0","","","M","","M","13.4","","","","3","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-16","2011","05","16","","7.3","","5.6","","6.5","","11.5","","0.0","","","M","","M","21.7","","","","5","","39",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-17","2011","05","17","","11.7","","5.2","","8.5","","9.5","","0.0","","","M","","M","2.2","","","","2","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-18","2011","05","18","","17.1","","8.4","","12.8","","5.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-19","2011","05","19","","23.8","","15.3","","19.6","","0.0","","1.6","","","M","","M","1.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-20","2011","05","20","","23.4","","14.1","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-21","2011","05","21","","23.1","","11.8","","17.5","","0.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-22","2011","05","22","","22.3","","9.9","","16.1","","1.9","","0.0","","","M","","M","6.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-23","2011","05","23","","21.3","","14.8","","18.1","","0.0","","0.1","","","M","","M","1.8","","","","21","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-24","2011","05","24","","23.2","","11.3","","17.3","","0.7","","0.0","","","M","","M","5.4","","","","24","","33",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-25","2011","05","25","","18.5","","9.3","","13.9","","4.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-26","2011","05","26","","20.7","","10.8","","15.8","","2.2","","0.0","","","M","","M","3.2","","","","13","","32",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-27","2011","05","27","","11.4","","9.9","","10.7","","7.3","","0.0","","","M","","M","11.6","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-28","2011","05","28","","19.5","","9.7","","14.6","","3.4","","0.0","","","M","","M","7.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-29","2011","05","29","","21.4","","16.1","","18.8","","0.0","","0.8","","","M","","M","5.2","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-30","2011","05","30","","26.2","","18.4","","22.3","","0.0","","4.3","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-05-31","2011","05","31","","28.6","","17.8","","23.2","","0.0","","5.2","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-01","2011","06","01","","29.3","","16.5","","22.9","","0.0","","4.9","","","M","","M","0.0","","","","25","","44",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-02","2011","06","02","","16.8","","10.7","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","8","","41",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-03","2011","06","03","","21.8","","9.1","","15.5","","2.5","","0.0","","","M","","M","0.0","","","","35","","46",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-04","2011","06","04","","21.0","","10.1","","15.6","","2.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-05","2011","06","05","","22.3","","14.5","","18.4","","0.0","","0.4","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-06","2011","06","06","","26.8","","14.4","","20.6","","0.0","","2.6","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-07","2011","06","07","","29.1","","17.7","","23.4","","0.0","","5.4","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-08","2011","06","08","","31.9","","20.4","","26.2","","0.0","","8.2","","","M","","M","2.1","","","","29","","48",""
"-73.58","45.50","MCTAVISH","7024745","2011-06-09","2011","06","09","","28.5","","17.8","","23.2","","0.0","","5.2","","","M","","M","1.5","","","","5","","32",""
